ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2005-10-07,1014.0990147051757,676.7140601644395,957.7291279093346,1014.0990147051757,1014.0990147051757,-201.01300603078997,-201.01300603078997,-201.01300603078997,-193.14699071887105,-193.14699071887105,-193.14699071887105,-7.866015311918946,-7.866015311918946,-7.866015311918946,0.0,0.0,0.0,813.0860086743858
2005-10-08,1014.1754344781829,677.9490897201416,1030.6003076621398,1014.1754344781829,1014.1754344781829,-162.9474293207324,-162.9474293207324,-162.9474293207324,-155.18991132206628,-155.18991132206628,-155.18991132206628,-7.7575179986661045,-7.7575179986661045,-7.7575179986661045,0.0,0.0,0.0,851.2280051574505
2005-10-09,1014.25185425119,815.2709680349647,1183.457658213621,1014.25185425119,1014.25185425119,-6.730140254048255,-6.730140254048255,-6.730140254048255,0.8818539285739726,0.8818539285739726,0.8818539285739726,-7.611994182622227,-7.611994182622227,-7.611994182622227,0.0,0.0,0.0,1007.5217139971418
2005-10-10,1014.3282740241972,975.3728521376225,1330.5384422591023,1014.3282740241972,1014.3282740241972,148.09345874816717,148.09345874816717,148.09345874816717,155.53500557555734,155.53500557555734,155.53500557555734,-7.441546827390187,-7.441546827390187,-7.441546827390187,0.0,0.0,0.0,1162.4217327723643
2005-10-11,1014.4046937972043,1046.8956994510086,1423.521709237637,1014.4046937972043,1014.4046937972043,187.92280607666748,187.92280607666748,187.92280607666748,195.1810126097464,195.1810126097464,195.1810126097464,-7.258206533078929,-7.258206533078929,-7.258206533078929,0.0,0.0,0.0,1202.3274998738718
2005-10-12,1014.4811135702114,941.5932708466597,1264.8146248217638,1014.4811135702114,1014.4811135702114,79.26708836596933,79.26708836596933,79.26708836596933,86.34063128750127,86.34063128750127,86.34063128750127,-7.073542921531936,-7.073542921531936,-7.073542921531936,0.0,0.0,0.0,1093.7482019361807
2005-10-13,1014.5575333432186,788.5414410063959,1110.0083635337696,1014.5575333432186,1014.5575333432186,-96.49989276265258,-96.49989276265258,-96.49989276265258,-89.60160136082531,-89.60160136082531,-89.60160136082531,-6.898291401827256,-6.898291401827256,-6.898291401827256,0.0,0.0,0.0,918.0576405805659
2005-10-14,1014.6339531162257,653.5570857283667,1003.801880291039,1014.6339531162257,1014.6339531162257,-199.88899713922106,-199.88899713922106,-199.88899713922106,-193.146990718824,-193.146990718824,-193.146990718824,-6.742006420397065,-6.742006420397065,-6.742006420397065,0.0,0.0,0.0,814.7449559770047
2005-10-15,1014.7103728892329,650.506637602506,985.2449885416512,1014.7103728892329,1014.7103728892329,-161.80266286844034,-161.80266286844034,-161.80266286844034,-155.18991132198386,-155.18991132198386,-155.18991132198386,-6.612751546456481,-6.612751546456481,-6.612751546456481,0.0,0.0,0.0,852.9077100207926
2005-10-16,1014.78679266224,865.581121265857,1159.2935640941405,1014.78679266224,1014.78679266224,-5.634981758328752,-5.634981758328752,-5.634981758328752,0.8818539287032139,0.8818539287032139,0.8818539287032139,-6.516835687031966,-6.516835687031966,-6.516835687031966,0.0,0.0,0.0,1009.1518109039113
2005-10-17,1014.8632124352471,999.0049581344464,1323.2244073538318,1014.8632124352471,1014.8632124352471,149.076402178521,149.076402178521,149.076402178521,155.53500557564203,155.53500557564203,155.53500557564203,-6.458603397121025,-6.458603397121025,-6.458603397121025,0.0,0.0,0.0,1163.939614613768
2005-10-18,1014.9396322082542,1003.084905422822,1400.9880218438725,1014.9396322082542,1014.9396322082542,188.7407269221854,188.7407269221854,188.7407269221854,195.18101260971525,195.18101260971525,195.18101260971525,-6.440285687529876,-6.440285687529876,-6.440285687529876,0.0,0.0,0.0,1203.6803591304397
2005-10-19,1015.0160519812614,934.0030187116857,1291.617573559107,1015.0160519812614,1015.0160519812614,79.87871530680135,79.87871530680135,79.87871530680135,86.34063128770772,86.34063128770772,86.34063128770772,-6.461915980906373,-6.461915980906373,-6.461915980906373,0.0,0.0,0.0,1094.8947672880627
2005-10-20,1015.0924717542686,755.3337499890673,1094.6352309393062,1015.0924717542686,1015.0924717542686,-96.12291533684264,-96.12291533684264,-96.12291533684264,-89.60160136094441,-89.60160136094441,-89.60160136094441,-6.52131397589822,-6.52131397589822,-6.52131397589822,0.0,0.0,0.0,918.9695564174259
2005-10-21,1015.1688915272757,681.9712684772348,989.3512357532218,1015.1688915272757,1015.1688915272757,-199.76112892376108,-199.76112892376108,-199.76112892376108,-193.14699071885096,-193.14699071885096,-193.14699071885096,-6.614138204910142,-6.614138204910142,-6.614138204910142,0.0,0.0,0.0,815.4077626035146
2005-10-22,1015.2453113002829,728.4665273846105,1006.3580312351559,1015.2453113002829,1015.2453113002829,-161.92391739150764,-161.92391739150764,-161.92391739150764,-155.18991132190143,-155.18991132190143,-155.18991132190143,-6.734006069606207,-6.734006069606207,-6.734006069606207,0.0,0.0,0.0,853.3213939087752
2005-10-23,1015.32173107329,838.5623567510314,1178.9930972550694,1015.32173107329,1015.32173107329,-5.990824239303036,-5.990824239303036,-5.990824239303036,0.8818539288324261,0.8818539288324261,0.8818539288324261,-6.8726781681354625,-6.8726781681354625,-6.8726781681354625,0.0,0.0,0.0,1009.330906833987
2005-10-24,1015.3981508462972,977.4052906429208,1346.7609905701265,1015.3981508462972,1015.3981508462972,148.5147037295711,148.5147037295711,148.5147037295711,155.53500557549074,155.53500557549074,155.53500557549074,-7.020301845919667,-7.020301845919667,-7.020301845919667,0.0,0.0,0.0,1163.9128545758683
2005-10-25,1015.4745706193044,1058.6105659365353,1368.2424038763913,1015.4745706193044,1015.4745706193044,188.01530544744585,188.01530544744585,188.01530544744585,195.18101260977278,195.18101260977278,195.18101260977278,-7.16570716232694,-7.16570716232694,-7.16570716232694,0.0,0.0,0.0,1203.4898760667502
2005-10-26,1015.5509903923115,957.0754185124724,1257.5766590386443,1015.5509903923115,1015.5509903923115,79.04388436882194,79.04388436882194,79.04388436882194,86.34063128792717,86.34063128792717,86.34063128792717,-7.296746919105237,-7.296746919105237,-7.296746919105237,0.0,0.0,0.0,1094.5948747611335
2005-10-27,1015.6274101653187,740.9941493194244,1125.1736829808674,1015.6274101653187,1015.6274101653187,-97.00227244877654,-97.00227244877654,-97.00227244877654,-89.60160136106352,-89.60160136106352,-89.60160136106352,-7.400671087713033,-7.400671087713033,-7.400671087713033,0.0,0.0,0.0,918.6251377165421
2005-10-28,1015.7038299383257,592.0635733906445,1030.1529630093933,1015.7038299383257,1015.7038299383257,-200.6115156588006,-200.6115156588006,-200.6115156588006,-193.14699071887787,-193.14699071887787,-193.14699071887787,-7.464524939922746,-7.464524939922746,-7.464524939922746,0.0,0.0,0.0,815.0923142795251
2005-10-29,1015.7802497113329,677.7860085087218,1029.847014181539,1015.7802497113329,1015.7802497113329,-162.66547078084247,-162.66547078084247,-162.66547078084247,-155.189911321819,-155.189911321819,-155.189911321819,-7.475559459023454,-7.475559459023454,-7.475559459023454,0.0,0.0,0.0,853.1147789304904
2005-10-30,1015.85666948434,805.493138790509,1192.1686988139063,1015.85666948434,1015.85666948434,-6.539788280458134,-6.539788280458134,-6.539788280458134,0.8818539286079187,0.8818539286079187,0.8818539286079187,-7.421642209066052,-7.421642209066052,-7.421642209066052,0.0,0.0,0.0,1009.316881203882
2005-10-31,1015.9330892573472,1002.738275866584,1335.6563237865307,1015.9330892573472,1015.9330892573472,148.2433487971347,148.2433487971347,148.2433487971347,155.53500557557544,155.53500557557544,155.53500557557544,-7.291656778440736,-7.291656778440736,-7.291656778440736,0.0,0.0,0.0,1164.1764380544819
2005-11-01,1016.0095090303544,1005.1848082016014,1353.615325189149,1016.0095090303544,1016.0095090303544,188.10513341592267,188.10513341592267,188.10513341592267,195.18101260974163,195.18101260974163,195.18101260974163,-7.0758791938189605,-7.0758791938189605,-7.0758791938189605,0.0,0.0,0.0,1204.114642446277
2005-11-02,1016.0859288033614,953.1214712766828,1265.0061784960787,1016.0859288033614,1016.0859288033614,79.57431097460888,79.57431097460888,79.57431097460888,86.34063128780804,86.34063128780804,86.34063128780804,-6.766320313199161,-6.766320313199161,-6.766320313199161,0.0,0.0,0.0,1095.6602397779702
2005-11-03,1016.1623485763686,676.5672952029933,1075.9355377927416,1016.1623485763686,1016.1623485763686,-95.95862549630833,-95.95862549630833,-95.95862549630833,-89.60160136118262,-89.60160136118262,-89.60160136118262,-6.357024135125713,-6.357024135125713,-6.357024135125713,0.0,0.0,0.0,920.2037230800603
2005-11-04,1016.2387683493757,683.0956387508858,985.2889098046961,1016.2387683493757,1016.2387683493757,-198.99130389740347,-198.99130389740347,-198.99130389740347,-193.14699071883086,-193.14699071883086,-193.14699071883086,-5.844313178572604,-5.844313178572604,-5.844313178572604,0.0,0.0,0.0,817.2474644519723
2005-11-05,1016.3151881223829,646.5218961225426,1026.73251685336,1016.3151881223829,1016.3151881223829,-160.41688488189055,-160.41688488189055,-160.41688488189055,-155.189911322187,-155.189911322187,-155.189911322187,-5.226973559703579,-5.226973559703579,-5.226973559703579,0.0,0.0,0.0,855.8983032404924
2005-11-06,1016.39160789539,863.3916209365033,1223.7601805818,1016.39160789539,1016.39160789539,-3.624520146947086,-3.624520146947086,-3.624520146947086,0.8818539287371746,0.8818539287371746,0.8818539287371746,-4.506374075684261,-4.506374075684261,-4.506374075684261,0.0,0.0,0.0,1012.7670877484429
2005-11-07,1016.4680276683971,977.0810472988326,1336.5176083963636,1016.4680276683971,1016.4680276683971,151.84849012197324,151.84849012197324,151.84849012197324,155.53500557566008,155.53500557566008,155.53500557566008,-3.6865154536868467,-3.6865154536868467,-3.6865154536868467,0.0,0.0,0.0,1168.3165177903704
2005-11-08,1016.5444474414043,1051.096678621586,1428.4664663312146,1016.5444474414043,1016.5444474414043,192.40700472735102,192.40700472735102,192.40700472735102,195.1810126097105,195.1810126097105,195.1810126097105,-2.7740078823594874,-2.7740078823594874,-2.7740078823594874,0.0,0.0,0.0,1208.9514521687552
2005-11-09,1016.6208672144114,929.3352496609515,1321.4367575129927,1016.6208672144114,1016.6208672144114,84.56265433063183,84.56265433063183,84.56265433063183,86.34063128802099,86.34063128802099,86.34063128802099,-1.7779769573891633,-1.7779769573891633,-1.7779769573891633,0.0,0.0,0.0,1101.1835215450433
2005-11-10,1016.6972869874187,784.7714553722318,1072.4783061494136,1016.6972869874187,1016.6972869874187,-90.31150154567379,-90.31150154567379,-90.31150154567379,-89.60160136097228,-89.60160136097228,-89.60160136097228,-0.7099001847015006,-0.7099001847015006,-0.7099001847015006,0.0,0.0,0.0,926.3857854417449
2005-11-11,1016.7737067604259,617.9853281548395,985.6982114997204,1016.7737067604259,1016.7737067604259,-192.73036885591114,-192.73036885591114,-192.73036885591114,-193.14699071885778,-193.14699071885778,-193.14699071885778,0.41662186294664,0.41662186294664,0.41662186294664,0.0,0.0,0.0,824.0433379045147
2005-11-12,1016.850126533433,720.2967997798542,1018.179946855818,1016.850126533433,1016.850126533433,-153.60375751861375,-153.60375751861375,-153.60375751861375,-155.18991132210456,-155.18991132210456,-155.18991132210456,1.586153803490832,1.586153803490832,1.586153803490832,0.0,0.0,0.0,863.2463690148193
2005-11-13,1016.9265463064401,842.4813304422887,1198.0496543688423,1016.9265463064401,1016.9265463064401,3.6636194444721655,3.6636194444721655,3.6636194444721655,0.881853928866401,0.881853928866401,0.881853928866401,2.7817655156057643,2.7817655156057643,2.7817655156057643,0.0,0.0,0.0,1020.5901657509122
2005-11-14,1017.0029660794472,1005.3794344371743,1324.0826649270878,1017.0029660794472,1017.0029660794472,159.52042054122637,159.52042054122637,159.52042054122637,155.53500557574478,155.53500557574478,155.53500557574478,3.985414965481593,3.985414965481593,3.985414965481593,0.0,0.0,0.0,1176.5233866206736
2005-11-15,1017.0793858524544,1030.3181363460428,1377.5942473040404,1017.0793858524544,1017.0793858524544,200.35937614650558,200.35937614650558,200.35937614650558,195.181012609768,195.181012609768,195.181012609768,5.178363536737581,5.178363536737581,5.178363536737581,0.0,0.0,0.0,1217.43876199896
2005-11-16,1017.1558056254615,934.9125510943483,1250.0945211536864,1017.1558056254615,1017.1558056254615,92.68224398946302,92.68224398946302,92.68224398946302,86.34063128789542,86.34063128789542,86.34063128789542,6.341612701567605,6.341612701567605,6.341612701567605,0.0,0.0,0.0,1109.8380496149246
2005-11-17,1017.2322253984687,779.0029285346693,1117.6218601806772,1017.2322253984687,1017.2322253984687,-82.1452510826717,-82.1452510826717,-82.1452510826717,-89.60160136109138,-89.60160136109138,-89.60160136109138,7.456350278419664,7.456350278419664,7.456350278419664,0.0,0.0,0.0,935.086974315797
2005-11-18,1017.3086451714757,653.8771843473486,1020.6589532266685,1017.3086451714757,1017.3086451714757,-184.642596458947,-184.642596458947,-184.642596458947,-193.14699071888475,-193.14699071888475,-193.14699071888475,8.504394259937722,8.504394259937722,8.504394259937722,0.0,0.0,0.0,832.6660487125288
2005-11-19,1017.3850649444829,702.7536090944856,1030.3034285778729,1017.3850649444829,1017.3850649444829,-145.72128905036192,-145.72128905036192,-145.72128905036192,-155.18991132202214,-155.18991132202214,-155.18991132202214,9.468622271660202,9.468622271660202,9.468622271660202,0.0,0.0,0.0,871.663775894121
2005-11-20,1017.4614847174901,914.7476766188862,1257.3144996905878,1017.4614847174901,1017.4614847174901,11.215229062518898,11.215229062518898,11.215229062518898,0.8818539286361928,0.8818539286361928,0.8818539286361928,10.333375133882706,10.333375133882706,10.333375133882706,0.0,0.0,0.0,1028.6767137800089
2005-11-21,1017.5379044904972,1030.7684017124266,1345.745780946736,1017.5379044904972,1017.5379044904972,166.61982930927195,166.61982930927195,166.61982930927195,155.5350055755935,155.5350055755935,155.5350055755935,11.084823733678443,11.084823733678443,11.084823733678443,0.0,0.0,0.0,1184.1577337997692
2005-11-22,1017.6143242635044,1056.5338221158545,1410.6740213997837,1017.6143242635044,1017.6143242635044,206.89230205950915,206.89230205950915,206.89230205950915,195.18101260981007,195.18101260981007,195.18101260981007,11.711289449699061,11.711289449699061,11.711289449699061,0.0,0.0,0.0,1224.5066263230135
2005-11-23,1017.6907440365114,933.194496701886,1310.160146911988,1017.6907440365114,1017.6907440365114,98.544140966245,98.544140966245,98.544140966245,86.34063128777629,86.34063128777629,86.34063128777629,12.203509678468702,12.203509678468702,12.203509678468702,0.0,0.0,0.0,1116.2348850027565
2005-11-24,1017.7671638095186,734.3588473167207,1112.4224523489659,1017.7671638095186,1017.7671638095186,-77.04675981142158,-77.04675981142158,-77.04675981142158,-89.60160136121047,-89.60160136121047,-89.60160136121047,12.554841549788891,12.554841549788891,12.554841549788891,0.0,0.0,0.0,940.720403998097
2005-11-25,1017.8435835825258,604.1617488832894,1019.6799166313956,1017.8435835825258,1017.8435835825258,-180.38559207300003,-180.38559207300003,-180.38559207300003,-193.1469907189117,-193.1469907189117,-193.1469907189117,12.761398645911681,12.761398645911681,12.761398645911681,0.0,0.0,0.0,837.4579915095258
2005-11-26,1017.9200033555329,696.6924268025961,1048.9013546669803,1017.9200033555329,1017.9200033555329,-142.36779391753396,-142.36779391753396,-142.36779391753396,-155.1899113221649,-155.1899113221649,-155.1899113221649,12.822117404630948,12.822117404630948,12.822117404630948,0.0,0.0,0.0,875.552209437999
2005-11-27,1017.9964231285401,866.86793112518,1188.8945257242415,1017.9964231285401,1017.9964231285401,13.62060576570693,13.62060576570693,13.62060576570693,0.8818539287711352,0.8818539287711352,0.8818539287711352,12.738751836935794,12.738751836935794,12.738751836935794,0.0,0.0,0.0,1031.617028894247
2005-11-28,1018.0728429015471,1041.2010586225133,1376.870770759063,1018.0728429015471,1018.0728429015471,168.05080274525366,168.05080274525366,168.05080274525366,155.53500557567818,155.53500557567818,155.53500557567818,12.515797169575489,12.515797169575489,12.515797169575489,0.0,0.0,0.0,1186.1236456468007
2005-11-29,1018.1492626745544,1074.7640515809192,1412.1845408546837,1018.1492626745544,1018.1492626745544,207.34135758525917,207.34135758525917,207.34135758525917,195.18101260978665,195.18101260978665,195.18101260978665,12.160344975472535,12.160344975472535,12.160344975472535,0.0,0.0,0.0,1225.4906202598136
2005-11-30,1018.2256824475616,983.6906848322774,1268.5365311778776,1018.2256824475616,1018.2256824475616,98.02250551274435,98.02250551274435,98.02250551274435,86.34063128765719,86.34063128765719,86.34063128765719,11.68187422508715,11.68187422508715,11.68187422508715,0.0,0.0,0.0,1116.2481879603058
2005-12-01,1018.3021022205687,774.206616559915,1104.9570854186627,1018.3021022205687,1018.3021022205687,-78.50961693420356,-78.50961693420356,-78.50961693420356,-89.60160136100409,-89.60160136100409,-89.60160136100409,11.09198442680052,11.09198442680052,11.09198442680052,0.0,0.0,0.0,939.7924852863651
2005-12-02,1018.3785219935759,657.7207844821432,1006.6134097609162,1018.3785219935759,1018.3785219935759,-182.74291214328818,-182.74291214328818,-182.74291214328818,-193.14699071886469,-193.14699071886469,-193.14699071886469,10.404078575576504,10.404078575576504,10.404078575576504,0.0,0.0,0.0,835.6356098502877
2005-12-03,1018.454941766583,728.5853880491642,1058.067464416916,1018.454941766583,1018.454941766583,-145.55690636863392,-145.55690636863392,-145.55690636863392,-155.18991132208527,-155.18991132208527,-155.18991132208527,9.633004953451364,9.633004953451364,9.633004953451364,0.0,0.0,0.0,872.8980353979491
2005-12-04,1018.5313615395901,817.700462972708,1170.253762388866,1018.5313615395901,1018.5313615395901,9.676521815304806,9.676521815304806,9.676521815304806,0.8818539289003617,0.8818539289003617,0.8818539289003617,8.794667886404445,8.794667886404445,8.794667886404445,0.0,0.0,0.0,1028.2078833548949
2005-12-05,1018.6077813125972,1027.9010645266367,1312.326505193778,1018.6077813125972,1018.6077813125972,163.44062390702558,163.44062390702558,163.44062390702558,155.53500557576285,155.53500557576285,155.53500557576285,7.905618331262715,7.905618331262715,7.905618331262715,0.0,0.0,0.0,1182.0484052196227
2005-12-06,1018.6842010856044,1030.0771417905823,1367.690892077763,1018.6842010856044,1018.6842010856044,202.16364823309345,202.16364823309345,202.16364823309345,195.18101260983647,195.18101260983647,195.18101260983647,6.982635623256986,6.982635623256986,6.982635623256986,0.0,0.0,0.0,1220.8478493186979
2005-12-07,1018.7606208586116,968.274495430179,1275.4705769416526,1018.7606208586116,1018.7606208586116,92.3829431367308,92.3829431367308,92.3829431367308,86.34063128787015,86.34063128787015,86.34063128787015,6.042311848860644,6.042311848860644,6.042311848860644,0.0,0.0,0.0,1111.1435639953424
2005-12-08,1018.8370406316187,769.4443260196535,1092.6365565961537,1018.8370406316187,1018.8370406316187,-84.50095124338424,-84.50095124338424,-84.50095124338424,-89.60160136111925,-89.60160136111925,-89.60160136111925,5.100650117735018,5.100650117735018,5.100650117735018,0.0,0.0,0.0,934.3360893882345
2005-12-09,1018.9134604046258,670.7552635045138,991.3458941057387,1018.9134604046258,1018.9134604046258,-188.97430321913748,-188.97430321913748,-188.97430321913748,-193.14699071881643,-193.14699071881643,-193.14699071881643,4.1726874996789505,4.1726874996789505,4.1726874996789505,0.0,0.0,0.0,829.9391571854883
2005-12-10,1018.9898801776329,696.5775097979223,1015.1388538795514,1018.9898801776329,1018.9898801776329,-151.9177587376904,-151.9177587376904,-151.9177587376904,-155.18991132200568,-155.18991132200568,-155.18991132200568,3.2721525843152857,3.2721525843152857,3.2721525843152857,0.0,0.0,0.0,867.0721214399425
2005-12-11,1019.0662999506401,853.9254430871696,1214.105779966309,1019.0662999506401,1019.0662999506401,3.2930204670820302,3.2930204670820302,3.2930204670820302,0.881853929029603,0.881853929029603,0.881853929029603,2.411166538052427,2.411166538052427,2.411166538052427,0.0,0.0,0.0,1022.3593204177221
2005-12-12,1019.1427197236472,995.4299795667646,1389.1044911020945,1019.1427197236472,1019.1427197236472,157.13500078328647,157.13500078328647,157.13500078328647,155.535005575619,155.535005575619,155.535005575619,1.599995207667451,1.599995207667451,1.599995207667451,0.0,0.0,0.0,1176.2777205069337
2005-12-13,1019.2191394966544,1061.89920900014,1399.4466599129275,1019.2191394966544,1019.2191394966544,196.02787090253346,196.02787090253346,196.02787090253346,195.18101260980532,195.18101260980532,195.18101260980532,0.8468582927281464,0.8468582927281464,0.8468582927281464,0.0,0.0,0.0,1215.247010399188
2005-12-14,1019.2955592696615,936.3889731932878,1263.966931725256,1019.2955592696615,1019.2955592696615,86.49843121294255,86.49843121294255,86.49843121294255,86.34063128774456,86.34063128774456,86.34063128774456,0.1577999251979973,0.1577999251979973,0.1577999251979973,0.0,0.0,0.0,1105.793990482604
2005-12-15,1019.3719790426686,785.4974999242561,1098.3697350259624,1019.3719790426686,1019.3719790426686,-90.06497815742544,-90.06497815742544,-90.06497815742544,-89.60160136123834,-89.60160136123834,-89.60160136123834,-0.4633767961870994,-0.4633767961870994,-0.4633767961870994,0.0,0.0,0.0,929.3070008852432
2005-12-16,1019.4483988156758,626.1260569673145,1047.1442367596367,1019.4483988156758,1019.4483988156758,-194.16210133344276,-194.16210133344276,-194.16210133344276,-193.146990718844,-193.146990718844,-193.146990718844,-1.0151106145987663,-1.0151106145987663,-1.0151106145987663,0.0,0.0,0.0,825.2862974822331
2005-12-17,1019.524818588683,661.2696546082403,1012.6955786367424,1019.524818588683,1019.524818588683,-156.68793073304514,-156.68793073304514,-156.68793073304514,-155.18991132214848,-155.18991132214848,-155.18991132214848,-1.4980194108966696,-1.4980194108966696,-1.4980194108966696,0.0,0.0,0.0,862.8368878556379
2005-12-18,1019.6012383616902,835.8782152385294,1222.5115523002985,1019.6012383616902,1019.6012383616902,-1.0329229957465451,-1.0329229957465451,-1.0329229957465451,0.8818539287993654,0.8818539287993654,0.8818539287993654,-1.9147769245459105,-1.9147769245459105,-1.9147769245459105,0.0,0.0,0.0,1018.5683153659437
