InvoiceDate,Sales
2005-11-24,920.2809026645668
2005-11-25,780.086738440979
2005-11-26,764.8615512728965
2005-11-27,964.6171399060029
2005-11-28,1169.8137446586993
2005-11-29,1117.199338532782
2005-11-30,1074.5995410352014
2005-12-01,676.3120974388135
2005-12-02,724.4192845761276
2005-12-03,711.1623183461517
2005-12-04,834.6069355524862
2005-12-05,999.2461807253765
2005-12-06,925.7455070770679
2005-12-07,901.5335941190344
2005-12-08,756.6760778289992
2005-12-09,708.9491912106963
2005-12-10,656.9369332512799
2005-12-11,812.6583504092184
2005-12-12,1002.6815751133348
2005-12-13,1134.5138091089134
2005-12-14,1022.776745193806
2005-12-15,834.8228473072544
2005-12-16,809.1698978780986
2005-12-17,858.3438438074712
2005-12-18,1089.652666535198
2005-12-19,1192.8885621479735
2005-12-20,1278.752558886519
2005-12-21,1193.1257450468106
2005-12-22,988.356899638278
2005-12-23,986.4499265303368
2005-12-24,1037.1822521241706
2005-12-25,1189.9281270894883
2005-12-26,1338.7522684152786
2005-12-27,1318.1891303137972
2005-12-28,1255.3186369818459
2005-12-29,1077.508206612506
2005-12-30,935.0557766941275
2005-12-31,992.1056821625965
2006-01-01,1161.6053267143484
2006-01-02,1376.3120167546713
2006-01-03,1313.8363883243205
2006-01-04,1195.361734975087
2006-01-05,992.6678622137383
2006-01-06,782.2410228354519
2006-01-07,908.5366999045258
2006-01-08,1065.7335165394395
2006-01-09,1342.359922191743
2006-01-10,1251.9247664623567
2006-01-11,1175.5668511343868
2006-01-12,995.4211677371801
2006-01-13,843.2736095814624
2006-01-14,1012.1014138248463
2006-01-15,1164.656759244184
2006-01-16,1338.9633881916557
2006-01-17,1307.9142124713792
2006-01-18,1329.1524525601103
2006-01-19,1026.8511739604228
2006-01-20,1026.450250274413
2006-01-21,1149.8664205639768
2006-01-22,1147.5453911839968
2006-01-23,1320.899771183907
2006-01-24,1383.8588706755743
2006-01-25,1231.846423270191
2006-01-26,987.8324665935638
2006-01-27,938.4489903487977
2006-01-28,894.939648828057
2006-01-29,1099.794617170892
2006-01-30,1156.3246051443384
2006-01-31,1287.2666969377556
2006-02-01,1031.2533513453018
2006-02-02,850.5739692280981
2006-02-03,770.8379359251771
2006-02-04,681.6528521408599
2006-02-05,888.7993992608513
2006-02-06,1081.048764556266
2006-02-07,960.2894892245031
2006-02-08,932.728868080714
2006-02-09,758.7139729494052
2006-02-10,676.9644138864427
2006-02-11,619.2619784427499
2006-02-12,779.8254829232666
2006-02-13,1039.7961740856838
2006-02-14,1081.0056018242997
2006-02-15,985.8246844959355
2006-02-16,833.0543435425153
2006-02-17,689.2554003930359
2006-02-18,788.1220829666657
2006-02-19,960.2889081200093
2006-02-20,1076.5047778991193
2006-02-21,1251.2858642295812
2006-02-22,1077.2056622962557
2006-02-23,820.5048597749924
2006-02-24,801.1821963257612
2006-02-25,751.3032424592856
2006-02-26,985.756112862591
2006-02-27,1148.157396329564
2006-02-28,1073.3983397734437
2006-03-01,1038.8779175862167
2006-03-02,822.028303150722
2006-03-03,719.149949824884
2006-03-04,797.8869185485454
2006-03-05,835.8787024385267
2006-03-06,958.6741214801539
2006-03-07,986.1065644761618
2006-03-08,881.4396934858369
2006-03-09,749.2645009494449
2006-03-10,671.145019796711
2006-03-11,720.4075368604464
2006-03-12,922.6185560844257
2006-03-13,1060.6307747086173
2006-03-14,1197.0809910152143
2006-03-15,1031.4877743144039
2006-03-16,1037.5800819984402
2006-03-17,856.0103106192367
2006-03-18,851.8525055278093
2006-03-19,1027.9365582788519
2006-03-20,1290.496263869483
2006-03-21,1319.6231108836537
2006-03-22,1280.6424302301903
2006-03-23,1113.3708913523171
2006-03-24,991.7250197732507
2006-03-25,1000.8227346940145
2006-03-26,1128.2292301898146
2006-03-27,1337.8688967038845
2006-03-28,1437.2359402828167
2006-03-29,1288.758378126054
2006-03-30,1030.9477986661398
2006-03-31,980.065990929373
2006-04-01,1014.1586192001291
2006-04-02,1091.2998162241572
2006-04-03,1284.03072987092
2006-04-04,1303.4597488077766
2006-04-05,1122.6514015912119
2006-04-06,1014.1340490643479
2006-04-07,909.1385968863153
2006-04-08,970.3645345412233
2006-04-09,1125.3778855092949
2006-04-10,1163.896323194474
2006-04-11,1231.66332946848
2006-04-12,1206.3182780635766
2006-04-13,1045.4619064545834
2006-04-14,951.949634305314
2006-04-15,1173.186648482656
2006-04-16,1181.446282714235
2006-04-17,1381.398844111063
2006-04-18,1424.777922634494
2006-04-19,1312.9230481460263
2006-04-20,1099.4090307989147
2006-04-21,1049.5290771890595
2006-04-22,1011.9209130537221
2006-04-23,1190.8636936671116
2006-04-24,1325.8451019206514
2006-04-25,1379.1790103918433
2006-04-26,1364.5083249612449
2006-04-27,959.7226794254357
2006-04-28,953.6048209240051
2006-04-29,848.9691684197198
2006-04-30,1032.189189906625
2006-05-01,1235.4544834261617
2006-05-02,1191.6951143634192
2006-05-03,996.1995646226219
2006-05-04,812.4619870402253
2006-05-05,748.4129323002112
2006-05-06,694.3980372848592
2006-05-07,880.0045226613136
2006-05-08,1014.1792198386706
2006-05-09,1008.9822552203375
2006-05-10,1036.326796183947
2006-05-11,787.6343188600063
2006-05-12,551.0893615446936
2006-05-13,708.6609956560189
2006-05-14,834.0997389064848
2006-05-15,1080.015011793364
2006-05-16,1051.739102503533
2006-05-17,993.4048694750188
2006-05-18,866.5710978675106
2006-05-19,791.0341347080398
2006-05-20,739.1104304423532
2006-05-21,948.9872533484566
2006-05-22,1105.4868500052096
2006-05-23,1138.9126520685074
2006-05-24,1151.7525051298815
2006-05-25,906.6686988886493
2006-05-26,708.2301051448178
2006-05-27,845.7849463682787
2006-05-28,1049.8253935698956
2006-05-29,1137.2926956095037
2006-05-30,1032.805710272827
2006-05-31,960.5873116412808
2006-06-01,859.4575967310222
2006-06-02,638.9007730258268
2006-06-03,723.8290459860493
2006-06-04,888.58259870956
2006-06-05,955.4727392694501
2006-06-06,1037.319037377548
2006-06-07,774.4659778973936
2006-06-08,720.9331364356933
2006-06-09,665.1815662152073
2006-06-10,672.3602008744557
2006-06-11,995.0912116513787
2006-06-12,1024.134195150233
2006-06-13,1140.7834890879815
2006-06-14,1091.5184110139658
2006-06-15,1014.855705130825
2006-06-16,794.1542526805703
2006-06-17,993.1293371297317
2006-06-18,1120.3742624983754
2006-06-19,1252.9577944884663
2006-06-20,1386.1126766852753
2006-06-21,1283.0717533830102
2006-06-22,1083.4207189946865
2006-06-23,1017.8895017378544
2006-06-24,1038.1958779210863
2006-06-25,1219.3604779098646
2006-06-26,1398.7595111836097
2006-06-27,1475.4196291733397
2006-06-28,1214.7537211410934
2006-06-29,1196.1237108161563
2006-06-30,868.5253371284814
2006-07-01,981.3933996225055
2006-07-02,1159.2503012379375
2006-07-03,1285.8358831631442
2006-07-04,1266.7300379382416
2006-07-05,1169.2483270097723
2006-07-06,974.5144212814907
2006-07-07,857.9807114261665
2006-07-08,968.6578540986684
2006-07-09,1104.120532230652
2006-07-10,1215.1460785921224
2006-07-11,1343.6116059213318
2006-07-12,1218.5473434334954
2006-07-13,1084.9054533784933
2006-07-14,983.2684929370148
2006-07-15,964.9419729735363
2006-07-16,1150.1014764322504
2006-07-17,1385.6794916069132
2006-07-18,1428.9370962989367
2006-07-19,1297.5371718134213
2006-07-20,1135.5120827763624
2006-07-21,1085.682395460941
2006-07-22,1026.6160209023928
2006-07-23,1230.958114710684
2006-07-24,1336.212647691747
2006-07-25,1355.956433912736
2006-07-26,1291.4345401350902
2006-07-27,1078.6277263012123
2006-07-28,941.5174206701535
2006-07-29,974.5496898938818
2006-07-30,1035.547111999502
2006-07-31,1193.8157388643115
2006-08-01,1152.6385631359376
2006-08-02,1047.8452486083418
2006-08-03,825.990989581627
2006-08-04,707.003144011269
2006-08-05,752.4294107941323
2006-08-06,824.4795600218722
2006-08-07,1117.418613275817
2006-08-08,996.893820089227
2006-08-09,878.638695585421
2006-08-10,828.3171319991154
2006-08-11,710.1583915066122
2006-08-12,751.8850193375845
2006-08-13,922.3005868568428
2006-08-14,1061.9897776737341
2006-08-15,1072.3440704206023
2006-08-16,1028.5217203088716
2006-08-17,831.9533868704596
2006-08-18,819.118214356948
2006-08-19,811.8494124054657
2006-08-20,941.4492220637017
2006-08-21,1126.7467985054539
2006-08-22,1202.1914632761361
2006-08-23,1041.64314418111
2006-08-24,848.2283805297732
2006-08-25,783.313186481054
2006-08-26,809.4558786147726
2006-08-27,913.8122401534622
2006-08-28,1056.4592701805277
2006-08-29,1114.4666095990028
2006-08-30,907.1175806775266
2006-08-31,721.976155034467
2006-09-01,636.9528404070377
2006-09-02,692.6685047925746
2006-09-03,870.8546074683144
2006-09-04,1085.3000929190275
2006-09-05,1097.4774235074806
2006-09-06,947.5653504849328
2006-09-07,794.9242608362539
2006-09-08,655.8598686317262
2006-09-09,766.0349559952491
2006-09-10,934.6982984423236
2006-09-11,1150.158618330652
2006-09-12,1161.6849324185714
2006-09-13,1152.1691248702743
2006-09-14,1060.6494033362062
2006-09-15,900.7701189900558
2006-09-16,993.4381618924099
2006-09-17,1190.03039296648
2006-09-18,1314.183456268742
2006-09-19,1402.3884901413842
2006-09-20,1297.4709413724077
2006-09-21,1137.3482998623247
2006-09-22,990.0480454623176
2006-09-23,1068.4000857003177
2006-09-24,1244.0428583599012
2006-09-25,1439.9129456467351
2006-09-26,1442.6731348332253
2006-09-27,1380.5409234396177
2006-09-28,1045.8274464067392
2006-09-29,1003.8356631012356
2006-09-30,992.4915075406968
2006-10-01,1234.7664027773521
2006-10-02,1228.6870765524309
2006-10-03,1255.7334448651202
2006-10-04,1152.604594222933
2006-10-05,899.3192605044136
2006-10-06,871.1269750544994
2006-10-07,901.8030911947819
2006-10-08,1110.8012140190335
2006-10-09,1286.95638782944
2006-10-10,1415.0560067969902
2006-10-11,1275.1932978265488
2006-10-12,1041.0069655042466
2006-10-13,932.7079668431458
2006-10-14,1056.196453357501
2006-10-15,1135.7931173397842
2006-10-16,1461.2284982108972
2006-10-17,1475.6193549942213
2006-10-18,1289.5966894863893
2006-10-19,1054.2075216635005
2006-10-20,1095.1251859433728
2006-10-21,1051.3662197296171
2006-10-22,1261.70306225218
2006-10-23,1258.356088025294
2006-10-24,1324.5920438345677
2006-10-25,1221.0288523184206
2006-10-26,1021.2560660048975
2006-10-27,858.0094528531229
2006-10-28,919.1293828753078
2006-10-29,959.8270351705019
2006-10-30,1132.2699036054637
2006-10-31,1155.7168100160457
2006-11-01,1041.6298424836398
2006-11-02,855.7991871126106
2006-11-03,637.6764318213084
2006-11-04,642.1748519868341
2006-11-05,930.1730569265354
2006-11-06,1035.0473666541
2006-11-07,1019.9888968435065
2006-11-08,1031.3789455809192
2006-11-09,794.4240859696366
2006-11-10,750.8808645790866
2006-11-11,747.7492018042001
2006-11-12,1019.1294789002551
2006-11-13,1176.2108080079688
2006-11-14,1130.3483824217626
2006-11-15,1097.7997784744844
2006-11-16,920.6961226118491
2006-11-17,858.8708362481128
2006-11-18,787.9678752143906
2006-11-19,1030.6086299280996
2006-11-20,1205.7030917957447
2006-11-21,1099.9574949466685
2006-11-22,1013.5862331555081
2006-11-23,787.2323144649774
2006-11-24,754.9741852280252
2006-11-25,828.5264780518831
2006-11-26,1008.6190044063112
2006-11-27,1077.8058286430264
2006-11-28,1179.017672477484
2006-11-29,906.7540293232515
2006-11-30,705.7710269484287
2006-12-01,671.8004543242571
2006-12-02,728.0024679754572
2006-12-03,863.3875110069091
2006-12-04,922.4593142363032
2006-12-05,1069.1713724539954
2006-12-06,914.0613546868472
2006-12-07,857.5350617516507
2006-12-08,756.5275019906247
2006-12-09,755.627207412031
2006-12-10,961.8193107869798
2006-12-11,1121.3227803926573
2006-12-12,1241.1329417410839
2006-12-13,1215.1793321918335
2006-12-14,974.9869215426561
2006-12-15,969.791878454274
2006-12-16,982.5002788023718
2006-12-17,1148.0908045899846
2006-12-18,1357.0693249440508
2006-12-19,1363.1443026588815
2006-12-20,1288.191788148226
2006-12-21,1086.8697374721787
2006-12-22,1136.6478105241092
2006-12-23,1074.3960877362836
2006-12-24,1185.859456197428
2006-12-25,1376.645565956588
2006-12-26,1385.3304955260273
2006-12-27,1256.5561030551833
2006-12-28,1108.993063713907
2006-12-29,992.4367696470696
2006-12-30,952.241165076008
2006-12-31,1093.8010451280204
2007-01-01,1255.2039290074943
2007-01-02,1185.543265704879
2007-01-03,1113.1642520906782
2007-01-04,1083.8235369572901
2007-01-05,993.2450868384508
2007-01-06,944.3196890574715
2007-01-07,1152.186403533434
2007-01-08,1308.0469494542851
2007-01-09,1499.6812437865326
2007-01-10,1309.2406523397972
2007-01-11,1089.2979182830638
2007-01-12,955.0604496430676
2007-01-13,974.9724280180135
2007-01-14,1233.318708051608
2007-01-15,1350.0667885848588
2007-01-16,1360.0078840582696
2007-01-17,1290.9453623866204
2007-01-18,1091.4192645009175
2007-01-19,1112.6872706367944
2007-01-20,1097.3842008410495
2007-01-21,1191.1688052392471
2007-01-22,1399.7949788176695
2007-01-23,1342.7001801614185
2007-01-24,1159.2525847309273
2007-01-25,1074.734027737097
2007-01-26,886.1693653330827
2007-01-27,814.8357152633768
2007-01-28,983.3619102924163
2007-01-29,1077.1580926521258
2007-01-30,1064.8330116790157
2007-01-31,1049.9370790654511
2007-02-01,907.4444658832417
2007-02-02,620.1891587235799
2007-02-03,747.927644006208
2007-02-04,839.389503939102
2007-02-05,1004.2939313740087
2007-02-06,1042.266748039385
2007-02-07,928.8505742517041
2007-02-08,812.4071842196636
2007-02-09,674.0627488040608
2007-02-10,783.1048902852148
2007-02-11,939.4218267534156
2007-02-12,1102.08616439331
2007-02-13,1121.9081452712103
2007-02-14,1042.9985170848765
2007-02-15,946.2739171093117
2007-02-16,832.4968845155373
2007-02-17,800.9182610283183
2007-02-18,1011.2384490647893
2007-02-19,1196.7008023273343
2007-02-20,1107.3439921792578
2007-02-21,1099.7716914526804
2007-02-22,853.3784364494954
2007-02-23,792.4162755826602
2007-02-24,748.8281603144588
2007-02-25,837.346950928878
2007-02-26,987.446750195674
2007-02-27,1096.2284470135926
2007-02-28,987.3360324829633
2007-03-01,747.4271054604037
2007-03-02,711.9657953582811
2007-03-03,635.4362116382368
2007-03-04,876.017395645999
2007-03-05,984.3135413324244
2007-03-06,1064.7581217685122
2007-03-07,1009.8311263566623
2007-03-08,813.2420188681158
2007-03-09,754.6303964078304
2007-03-10,891.3172634546041
2007-03-11,998.9288293510136
2007-03-12,1257.2884790989096
2007-03-13,1229.0019708804182
2007-03-14,1234.173191235899
2007-03-15,1134.7330811578108
2007-03-16,856.6679116055534
2007-03-17,1001.3796497696442
2007-03-18,1244.7644156408826
2007-03-19,1375.9911263686158
2007-03-20,1452.4966445306732
2007-03-21,1299.9741312465324
2007-03-22,1160.8061406984652
2007-03-23,1036.0860252590132
2007-03-24,1132.7248010201151
2007-03-25,1232.1575789250016
2007-03-26,1379.0640080052417
2007-03-27,1365.0758321722408
2007-03-28,1237.3141759888128
2007-03-29,1050.998572200243
2007-03-30,969.7258064663655
2007-03-31,955.0326994593165
2007-04-01,1136.9352230499635
2007-04-02,1375.6463407648484
2007-04-03,1350.5451378187174
2007-04-04,1182.5884054573737
2007-04-05,1089.12249471812
2007-04-06,907.6046992751317
2007-04-07,874.9422949618315
2007-04-08,1095.5700925213034
2007-04-09,1223.43458420339
2007-04-10,1353.7513300125263
2007-04-11,1280.0244752972628
2007-04-12,1204.7244347333935
2007-04-13,1042.878089610014
2007-04-14,1065.6804661578713
2007-04-15,1282.8445712483035
2007-04-16,1291.8007809786627
2007-04-17,1453.1198319507037
2007-04-18,1367.4496828566662
2007-04-19,1072.4659740406978
2007-04-20,1081.726892044847
2007-04-21,1061.9822240198691
2007-04-22,1158.5233425182053
2007-04-23,1341.7078349752678
2007-04-24,1433.9165351340969
2007-04-25,1191.080895107252
2007-04-26,989.6999899103965
2007-04-27,814.9669548936073
2007-04-28,803.876592063418
2007-04-29,1015.9457624886496
2007-04-30,1062.4057838227027
2007-05-01,1125.2716109963553
2007-05-02,971.500520002171
2007-05-03,832.1316261483889
2007-05-04,707.699264326951
2007-05-05,777.2885959481646
2007-05-06,856.6393469595793
2007-05-07,1029.6296743775713
2007-05-08,1041.1770243931114
2007-05-09,971.1761982993186
2007-05-10,852.5403767233926
2007-05-11,778.6684567194103
2007-05-12,749.315432357069
2007-05-13,1011.0038290819788
2007-05-14,1206.3051982044594
2007-05-15,1210.573926221
2007-05-16,1185.7539049266295
2007-05-17,886.8266626256773
2007-05-18,758.800264993594
2007-05-19,770.8257876881933
2007-05-20,1087.4236280732603
2007-05-21,1194.769515943947
2007-05-22,1187.8895457346912
2007-05-23,1083.9178141934788
2007-05-24,825.6769872346273
2007-05-25,880.5156940133409
2007-05-26,787.5420814009354
2007-05-27,927.7835781601561
2007-05-28,1101.3495077663738
2007-05-29,1116.465466430252
2007-05-30,987.2468964102634
2007-05-31,758.5775470936734
2007-06-01,713.3226094994119
2007-06-02,826.9125767421762
2007-06-03,965.6253199683724
2007-06-04,1148.2462353815042
2007-06-05,1099.965506415816
2007-06-06,990.1922046000972
2007-06-07,885.6339250608701
2007-06-08,815.0258454992396
2007-06-09,935.9729650907933
2007-06-10,984.3706083499865
2007-06-11,1333.2018064772406
2007-06-12,1317.8476848577027
2007-06-13,1224.7203551082373
2007-06-14,1047.7100152954465
2007-06-15,929.7185558407984
2007-06-16,1110.559304820017
2007-06-17,1243.2992603702503
2007-06-18,1340.6782827659645
2007-06-19,1383.484549425671
2007-06-20,1323.0971748410163
2007-06-21,1245.3860607396034
2007-06-22,1032.5931072598635
2007-06-23,997.7693554441136
2007-06-24,1203.386688037248
2007-06-25,1343.2704788819003
2007-06-26,1244.9152524918798
2007-06-27,1253.3214967460465
2007-06-28,1056.521570283559
2007-06-29,982.129218631916
2007-06-30,1068.384251292479
2007-07-01,1181.6945186500188
2007-07-02,1264.781445010293
2007-07-03,1261.628384075205
2007-07-04,1341.1395472530976
2007-07-05,1049.0344870734593
2007-07-06,948.7819632072885
2007-07-07,998.2581200517585
2007-07-08,1180.3683846331523
2007-07-09,1335.3459605093067
2007-07-10,1368.4855534403068
2007-07-11,1276.969380538293
2007-07-12,1142.9591548575347
2007-07-13,1020.701230932548
2007-07-14,1059.2219693953587
2007-07-15,1261.169024153732
2007-07-16,1399.8272200651438
2007-07-17,1522.1711700379956
2007-07-18,1197.2565543907401
2007-07-19,1197.179629927158
2007-07-20,1078.5986401609553
2007-07-21,929.1081929328906
2007-07-22,1146.4243283060005
2007-07-23,1273.046825834996
2007-07-24,1229.6770950649554
2007-07-25,1121.8078846965375
2007-07-26,900.4713050438642
2007-07-27,905.2193095987677
2007-07-28,874.7028576588659
2007-07-29,1022.2776962079402
2007-07-30,1129.0138792284704
2007-07-31,1056.9959012260977
2007-08-01,965.3663800277839
2007-08-02,833.549984570518
2007-08-03,635.5421851815853
2007-08-04,771.2800547510041
2007-08-05,884.5971175744188
2007-08-06,1042.6111466956625
2007-08-07,1147.0039571598265
2007-08-08,1039.2982761261521
2007-08-09,840.8358150427129
2007-08-10,824.6271656250798
2007-08-11,766.9603330367703
2007-08-12,1022.8100519514709
2007-08-13,1190.7942208491504
2007-08-14,1194.501889779552
2007-08-15,1125.2325321736644
2007-08-16,876.5424187864298
2007-08-17,877.2001279846734
2007-08-18,856.8662720167233
2007-08-19,989.4050484403388
2007-08-20,1214.3562174629706
2007-08-21,1152.7672957968734
2007-08-22,994.9381332620707
2007-08-23,798.461733802861
2007-08-24,782.6184967603738
2007-08-25,711.7823371451595
2007-08-26,1006.2908520107237
2007-08-27,959.5555113401513
2007-08-28,1178.9406110573418
2007-08-29,992.0619017067722
2007-08-30,802.9786334956275
2007-08-31,676.8023744689008
2007-09-01,771.8010897182935
2007-09-02,920.1951352683564
2007-09-03,1151.9283612291224
2007-09-04,1163.4489254926402
2007-09-05,1082.8481176196474
2007-09-06,912.12408672065
2007-09-07,849.6530848721058
2007-09-08,937.8738946203976
2007-09-09,1024.70583721144
2007-09-10,1229.5757855722698
2007-09-11,1401.2927107532726
2007-09-12,1290.2682644455529
2007-09-13,1121.3273200629953
2007-09-14,1041.559449166107
2007-09-15,1110.5024136189847
2007-09-16,1231.6783100776101
2007-09-17,1380.5602286496342
2007-09-18,1467.7437700069281
2007-09-19,1296.4261040750841
2007-09-20,1184.050410060297
2007-09-21,959.034299779047
2007-09-22,1120.6215894479117
2007-09-23,1234.026497830005
2007-09-24,1363.7980482455657
2007-09-25,1423.2358867157293
2007-09-26,1334.7517774978037
2007-09-27,1116.102501088684
2007-09-28,855.1297118695534
2007-09-29,914.8773851759325
2007-09-30,1100.4749169933316
2007-10-01,1289.4962089137446
2007-10-02,1356.4196055606017
2007-10-03,1193.1961331957627
2007-10-04,1075.4889342820313
2007-10-05,932.9322046805055
2007-10-06,993.3782227852272
2007-10-07,1125.7208926031594
2007-10-08,1322.2439683696814
2007-10-09,1354.7931947660315
2007-10-10,1279.212914200172
2007-10-11,1218.6196567661675
2007-10-12,1018.6312909785345
2007-10-13,1240.9565823510607
2007-10-14,1290.7319423203178
2007-10-15,1427.4503036845201
2007-10-16,1404.9522532478618
2007-10-17,1361.029539782165
2007-10-18,1105.577586670703
2007-10-19,1010.1151721764955
2007-10-20,1145.0529012635284
2007-10-21,1140.3058404886347
2007-10-22,1328.7533230060428
2007-10-23,1243.6049952663159
2007-10-24,1137.6604312730112
2007-10-25,1024.2109166558862
2007-10-26,767.8075620030361
2007-10-27,902.8123356981274
2007-10-28,981.8078391391516
2007-10-29,1056.5621278831593
2007-10-30,1141.2778777410717
2007-10-31,1041.1187374711812
2007-11-01,845.8041711835733
2007-11-02,628.3558741387849
2007-11-03,713.7464950311303
2007-11-04,902.4662216356091
2007-11-05,1078.9712641855617
2007-11-06,1166.1838128759068
2007-11-07,1051.1789318610488
2007-11-08,817.9585549678776
2007-11-09,811.2603688579866
2007-11-10,876.0325252085366
2007-11-11,1042.6186466873482
2007-11-12,1235.2552249139046
2007-11-13,1268.6870862355165
2007-11-14,1145.4668600478185
2007-11-15,945.5555888979329
2007-11-16,754.3003090539986
2007-11-17,890.5120767630092
2007-11-18,1025.780106869346
2007-11-19,1172.8003990746981
2007-11-20,1119.5888667357422
2007-11-21,1005.6501239393226
2007-11-22,923.0407393062852
2007-11-23,745.0630239680568
2007-11-24,806.1161441202037
2007-11-25,918.5578668809085
2007-11-26,1066.8425765085342
2007-11-27,1146.4903160919682
2007-11-28,965.4218111589796
2007-11-29,826.919465102945
2007-11-30,699.9674964563562
2007-12-01,753.8420253580547
2007-12-02,934.7946272949081
2007-12-03,1140.081208532123
2007-12-04,1169.4606959099024
2007-12-05,1176.5022620907007
2007-12-06,925.8350983937123
2007-12-07,884.3772008586467
2007-12-08,941.7176702706486
2007-12-09,1222.8239172353256
2007-12-10,1345.1942217686255
2007-12-11,1451.3823169591067
2007-12-12,1239.6582267094616
2007-12-13,1172.0553632528322
2007-12-14,1108.8418450229976
2007-12-15,1116.2704598969374
2007-12-16,1326.2394500130974
2007-12-17,1403.3240616379376
2007-12-18,1533.877212411656
2007-12-19,1461.9924369362368
2007-12-20,1144.0866494154914
2007-12-21,1018.1256584025089
2007-12-22,1136.5558139053032
2007-12-23,1283.4651351564703
2007-12-24,1319.1953130517024
2007-12-25,1348.5338118664195
2007-12-26,1234.7045258754526
2007-12-27,998.0159953309613
2007-12-28,904.1606130794273
2007-12-29,934.9987738805943
2007-12-30,1103.2917444880823
2007-12-31,1300.0393870587209
2008-01-01,1359.2591579267905
2008-01-02,1327.0853791795641
2008-01-03,1038.8487467077528
2008-01-04,1044.4072097495707
2008-01-05,1038.8444715743642
2008-01-06,1219.4224115326874
2008-01-07,1427.3553765460908
2008-01-08,1389.9355732174495
2008-01-09,1368.4678127256584
2008-01-10,1192.48894327731
2008-01-11,1105.1970192005347
2008-01-12,1134.0144458117122
2008-01-13,1394.4634708353897
2008-01-14,1387.220119935269
2008-01-15,1417.529295508169
2008-01-16,1286.6122101420794
2008-01-17,1094.3059229327457
2008-01-18,956.4162948756847
2008-01-19,1058.0496283702994
2008-01-20,1195.8048354313153
2008-01-21,1221.4634787260422
2008-01-22,1215.8571745891677
2008-01-23,1142.6514211741553
2008-01-24,889.6098601248882
2008-01-25,815.0734755769802
2008-01-26,810.0563597490105
2008-01-27,862.3882272680759
2008-01-28,1158.2697277457182
2008-01-29,1200.3499960911329
2008-01-30,967.4839970291971
2008-01-31,805.5471295830262
2008-02-01,735.6336002495462
2008-02-02,785.054959252627
2008-02-03,969.1101156142655
2008-02-04,1206.897411827605
2008-02-05,1151.5116178861945
2008-02-06,1028.2206691571819
2008-02-07,841.3496123535056
2008-02-08,780.1937128381672
2008-02-09,866.4627419871772
2008-02-10,1124.4340481521085
2008-02-11,1172.3473904471805
2008-02-12,1251.7623511148686
2008-02-13,1131.6524881479295
2008-02-14,1014.8331168487517
2008-02-15,966.6147639909798
2008-02-16,842.3422502052458
2008-02-17,988.2394514290644
2008-02-18,1206.871316271111
2008-02-19,1211.8626228875712
2008-02-20,1146.1282214071216
2008-02-21,894.3022883737195
2008-02-22,725.3134816031368
2008-02-23,800.1646559490891
2008-02-24,974.2799149029719
2008-02-25,1111.8372117439455
2008-02-26,1134.6528465717302
2008-02-27,1058.8569192160348
2008-02-28,899.6111378604255
2008-02-29,815.9117631724719
2008-03-01,836.1786941879114
2008-03-02,974.1085822746762
2008-03-03,1171.9707882056498
2008-03-04,1292.1050015839776
2008-03-05,1113.1284384360306
2008-03-06,1030.2195459568973
2008-03-07,915.274259458904
2008-03-08,1005.4022305044501
2008-03-09,1252.7790424134753
2008-03-10,1380.5820202775742
